epoch,accuracy,loss,lr,precision_9,recall_9,val_accuracy,val_loss,val_precision_9,val_recall_9
0,0.21399055421352386,2.2371268272399902,0.001,0.3061840236186981,0.05991735681891441,0.10498687624931335,2.2337944507598877,0.0,0.0
1,0.2747933864593506,2.049424171447754,0.0009997532,0.3958333432674408,0.0672963410615921,0.10498687624931335,2.6339592933654785,0.0,0.0
2,0.28099173307418823,1.9645334482192993,0.0009990133,0.38306450843811035,0.05608028173446655,0.1942257285118103,3.4184820652008057,0.20273973047733307,0.1942257285118103
3,0.29870128631591797,1.8981517553329468,0.0009977809,0.4713114798069,0.06788665801286697,0.24146981537342072,3.6329567432403564,0.7037037014961243,0.04986876621842384
4,0.2954545319080353,1.8777601718902588,0.0009960573,0.4151376187801361,0.05342384800314903,0.09186352044343948,13.295051574707031,0.09186352044343948,0.09186352044343948
5,0.32083824276924133,1.8455803394317627,0.0009938441,0.4722222089767456,0.06523022800683975,0.10498687624931335,38.95112991333008,0.10498687624931335,0.10498687624931335
6,0.3364816904067993,1.8049607276916504,0.0009911436,0.4763948619365692,0.06552538275718689,0.10761155188083649,23.627853393554688,0.10761155188083649,0.10761155188083649
7,0.33766233921051025,1.7905762195587158,0.0009879584,0.5454545617103577,0.0796930342912674,0.10498687624931335,60.72860336303711,0.10498687624931335,0.10498687624931335
8,0.3420897424221039,1.7841180562973022,0.0009842915,0.5258126258850098,0.08116883039474487,0.10498687624931335,133.84535217285156,0.10498687624931335,0.10498687624931335
9,0.3479929268360138,1.7696129083633423,0.0009801468,0.5344827771186829,0.08234947174787521,0.09186352044343948,47.12312316894531,0.09186352044343948,0.09186352044343948
10,0.3589138090610504,1.7414910793304443,0.00097552827,0.5540000200271606,0.08175914734601974,0.10498687624931335,31.545455932617188,0.10498687624931335,0.10498687624931335
11,0.3645218312740326,1.7440577745437622,0.0009704404,0.5580204725265503,0.09651711583137512,0.09186352044343948,49.933563232421875,0.09186352044343948,0.09186352044343948
12,0.3730814754962921,1.726981282234192,0.00096488826,0.5619834661483765,0.10035419464111328,0.10498687624931335,36.505794525146484,0.10498687624931335,0.10498687624931335
